"id","Machine failure"
136429,0.00132361519218609
136430,0.00388445905596709
136431,0.00109739533616449
136432,0.00224050312620039
136433,0.00159946716759102
136434,0.00519177269608866
136435,0.00432342694067102
136436,0.00274692705564683
136437,0.00135875178153197
136438,0.00257382501056672
136439,0.00145179370148801
136440,0.00148833766702518
136441,0.00125797502798622
136442,0.000945035237390879
136443,0.00141060894656525
136444,0.00235308797351399
136445,0.00116350794733092
136446,0.976030710360832
136447,0.000861051224264086
136448,0.00118514702451335
136449,0.00425276843934387
136450,0.00120398785079353
136451,0.00416303133979968
136452,0.0590797257256952
136453,0.00197617586718228
136454,0.000905774641316188
136455,0.000976356719020148
136456,0.00157659540489055
136457,0.00152793997652968
136458,0.00224688547271112
136459,0.00963394863950412
136460,0.00520264323469094
136461,0.00144547680868068
136462,0.0230916153776695
136463,0.0302549890108809
136464,0.00168110003894677
136465,0.00138810646280685
136466,0.0041774605863968
136467,0.00167498114328395
136468,0.00138984520148031
136469,0.0312615116507939
136470,0.00133068407392977
136471,0.0201059482199016
136472,0.00272857941658827
136473,0.00218545193895414
136474,0.00110979389491847
136475,0.0020180623140442
136476,0.028765407463749
136477,0.00134993281627214
136478,0.00155632666269767
136479,0.00300780348269638
136480,0.0089107821494995
136481,0.00266779198840812
136482,0.109139005828512
136483,0.00575289809728046
136484,0.00130568385383027
136485,0.00101937352263936
136486,0.00123064865332866
136487,0.00130877852173
136488,0.00594113877953138
136489,0.00100422285216351
136490,0.0343174363495987
136491,0.010365504758544
136492,0.0010328382364148
136493,0.00668340805911914
136494,0.000946968067700287
136495,0.0023814461207798
136496,0.00193247024666483
136497,0.0015484692976522
136498,0.0142511387063678
136499,0.00133491675774219
136500,0.0017297699909832
136501,0.00177661198689125
136502,0.00452177683764707
136503,0.00392858646656072
136504,0.00175538924419886
136505,0.00498652173567972
136506,0.00349284706354334
136507,0.00184930292895373
136508,0.00193244456453355
136509,0.00333072144336416
136510,0.000989712025006785
136511,0.00341278283129088
136512,0.00140906207300102
136513,0.00498557494373515
136514,0.001233207946167
136515,0.00161613671475752
136516,0.00104447316376261
136517,0.00191657894208444
136518,0.00101151532205174
136519,0.00159496062876523
136520,0.00695379591726278
136521,0.00118283963840373
136522,0.00276491156018493
136523,0.000996024364675637
136524,0.00100343529544827
136525,0.00141563814082498
136526,0.00292193846417297
136527,0.0107633969301283
136528,0.00145766172360753
136529,0.00236063558976338
136530,0.00583709323599979
136531,0.00184268800683037
136532,0.00140731946439221
136533,0.0124654124874684
136534,0.00131713569595283
136535,0.00139521733713689
136536,0.00394751216907974
136537,0.00131339122465237
136538,0.00239677276621034
136539,0.00207444033692594
136540,0.000961914554173961
136541,0.00352171602505141
136542,0.00407038324122502
136543,0.0026147123898502
136544,0.0017169978322053
136545,0.0013006643003276
136546,0.00115215443596245
136547,0.00208054334352892
136548,0.0012200362573362
136549,0.00210986075978007
136550,0.00212914915051797
136551,0.00135323525745124
136552,0.00113315317947719
136553,0.0042151873258515
136554,0.00117764351496091
136555,0.0227038809054164
136556,0.00953482859534494
136557,0.00169414639355706
136558,0.00236517952164363
136559,0.00120557158247258
136560,0.00372115859773715
136561,0.00417988193183276
136562,0.00305653171151347
136563,0.00151196781186814
136564,0.000762215754700374
136565,0.0157114019618023
136566,0.00500857231662461
136567,0.00304053368309945
136568,0.00142093191305825
136569,0.0011854347225878
136570,0.00164540001576658
136571,0.00872659120716924
136572,0.00244758345354038
136573,0.00148344496151296
136574,0.00220826952827181
136575,0.002146541342099
136576,0.00167221030285618
136577,0.00259637074632128
136578,0.00124602588049754
136579,0.0120472179228712
136580,0.00116262822385445
136581,0.00631334301583919
136582,0.00107738224160497
136583,0.00106355188038376
136584,0.000941309306697581
136585,0.00619781878139412
136586,0.375459473581058
136587,0.00142849226868308
136588,0.00178668544677269
136589,0.00156389193024682
136590,0.00175964563599421
136591,0.00468923002276569
136592,0.0203113844302896
136593,0.00903638946492638
136594,0.00111015724658389
136595,0.00187710706689723
136596,0.0010732287329522
136597,0.000982449747996308
136598,0.00131147389534912
136599,0.00144771819042842
136600,0.00114698541822534
136601,0.0125604334840498
136602,0.00258848435339337
136603,0.00782246643793433
136604,0.00135017272592293
136605,0.00820777928091587
136606,0.00872733938176632
136607,0.00479603751995161
136608,0.00667418588311075
136609,0.0012055941667511
136610,0.00353284063670696
136611,0.00132735699156897
136612,0.00203415112232896
136613,0.00105237164913122
136614,0.00130965302016323
136615,0.00238896948334939
136616,0.0012146213702762
136617,0.00187717498768942
136618,0.00211981186650211
136619,0.00119603512636133
136620,0.00135368559869477
136621,0.0011250898383113
136622,0.00183525775787791
136623,0.00147139225645129
136624,0.0032162119671826
136625,0.00131979125082974
136626,0.00185384467456132
136627,0.033847544228745
136628,0.00649543759135502
136629,0.00153301718849174
136630,0.00092316966888673
136631,0.00256228463498299
136632,0.00187579513969471
136633,0.00188478608968549
136634,0.00224933120618772
136635,0.00309415968363167
136636,0.0148409653724437
136637,0.00212575598043006
136638,0.970525193476086
136639,0.00647487330602273
136640,0.0107442420762971
136641,0.00172334356309636
136642,0.00126885543715736
136643,0.0230807670882401
136644,0.000821721742407076
136645,0.000936110227803045
136646,0.00114692094123776
136647,0.00268720787607815
136648,0.0308176342964111
136649,0.00183959643132092
136650,0.00297746639057954
136651,0.000994139967461118
136652,0.982569946160727
136653,0.00126342896766162
136654,0.00132343787915352
136655,0.0021601820828742
136656,0.00182975808816171
136657,0.00260694614440251
136658,0.00122592300469797
